192.168.65.1 - - [29/Aug/2025:21:58:42 +0800] "GET /api/v1/page-views/trends/work?days=7&_t=1756475921203 HTTP/1.1" 200 107 "http://localhost/admin/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.595
192.168.65.1 - - [29/Aug/2025:21:58:42 +0800] "GET /api/v1/page-views/admin/stats?days=7&_t=1756475921203 HTTP/1.1" 200 235 "http://localhost/admin/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.705
192.168.65.1 - - [29/Aug/2025:21:58:48 +0800] "GET /api/v1/docs/ HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.004
192.168.65.1 - - [29/Aug/2025:21:58:49 +0800] "GET /api/v1/docs/swagger-ui-init.js HTTP/1.1" 404 942 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.000
192.168.65.1 - - [29/Aug/2025:21:58:49 +0800] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 403 548 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.000
192.168.65.1 - - [29/Aug/2025:21:58:49 +0800] "GET /api/v1/docs/swagger-ui.css HTTP/1.1" 404 942 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.000
192.168.65.1 - - [29/Aug/2025:21:58:49 +0800] "GET /api/v1/docs/swagger-ui-bundle.js HTTP/1.1" 404 942 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.000
192.168.65.1 - - [29/Aug/2025:21:58:49 +0800] "GET /api/v1/docs/swagger-ui-standalone-preset.js HTTP/1.1" 404 942 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36" rt=0.000
192.168.65.1 - - [29/Aug/2025:22:06:47 +0800] "GET /api/v1/docs HTTP/1.1" 301 162 "-" "curl/8.7.1" rt=0.000
192.168.65.1 - - [29/Aug/2025:22:14:40 +0800] "POST /api/v1/files/upload HTTP/1.1" 401 190 "-" "curl/8.7.1" rt=0.064
